,Регион,Год,Объем_сточных_вод_млн_м3,Инвестиции_норм_%,ВРП_на_душу_руб,Индексы_производства_продукции_СХ_%,Доля_городского_населения_%,Использование_свеж_воды_млн_м3,Индекс_промыш_производства_%,Числ_насел
1041,Республика Алтай,2009,0.26,,97112.1,106.0,27.5,8.0,89.6,205.4
1042,Республика Алтай,2010,0.3,0.0211413031343636,108729.5,101.6,27.7,8.0,96.5,206.5
1043,Республика Алтай,2011,0.3,1.1278657205240177,127452.9,110.0,28.9,8.0,108.1,207.4
1044,Республика Алтай,2012,0.31,0.7988007725507972,146447.1,101.0,29.3,10.06,104.4,208.3
1045,Республика Алтай,2013,0.24,0.7388898794782895,159790.5,100.6,29.6,7.7,96.5,208.6
1046,Республика Алтай,2014,0.35,0.8391401794758611,187384.9,96.3,29.9,6.86,105.6,209.7
1047,Республика Алтай,2015,0.39,0.5162154547416501,200875.3,98.0,30.1,8.87,125.2,210.1
1048,Республика Алтай,2016,0.38,1.377757726905717,225265.0,101.4,30.2,6.99,149.0,211.0
1049,Республика Алтай,2017,0.32,1.7511318759397876,229400.6,94.7,30.2,6.32,109.9,211.1
1050,Республика Алтай,2018,0.31,0.6964123885228984,256230.0,98.4,30.5,6.83,102.5,210.9
1051,Республика Алтай,2019,0.33,0.4646239310248142,270282.7,98.2,30.8,6.98,101.3,211.3
1052,Республика Алтай,2020,0.38,0.36059684204497,297548.1,94.8,30.9,6.1,130.9,211.2
1053,Республика Алтай,2021,0.31,0.3042325273038138,353184.5,94.8,31.0,6.35,101.1,210.8
1054,Республика Алтай,2022,0.29,0.4022880607588083,434627.5,101.2,30.8,6.81,101.3,210.8
1055,Республика Алтай,2023,0.3,1.01151320192179,514000.0,95.4,30.6,7.0,109.4,210.8
1056,Республика Башкортостан,2000,457.0,1.3830052713178294,35245.9,98.4,64.1,880.0,108.0,4115.2
1057,Республика Башкортостан,2001,447.0,2.207959284874125,40609.7,114.1,64.1,863.0,106.5,4108.3
1058,Республика Башкортостан,2002,426.0,1.9563346787888984,45756.0,108.4,64.1,842.0,100.4,4102.3
1059,Республика Башкортостан,2003,408.0,1.3332116474319784,59274.3,104.2,64.2,823.0,104.6,4094.2
1060,Республика Башкортостан,2004,392.0,1.531055499990188,76042.5,100.6,59.8,805.0,103.7,4081.3
1061,Республика Башкортостан,2005,388.0,1.5671511202120283,93683.1,98.9,59.8,778.0,106.2,4066.3
1062,Республика Башкортостан,2006,383.0,1.7541596117859295,124439.6,108.7,59.8,799.0,108.0,4053.4
1063,Республика Башкортостан,2007,383.0,1.696037668410405,145543.9,102.6,60.0,796.0,105.8,4054.8
1064,Республика Башкортостан,2008,381.0,1.2766612966124251,183168.7,102.3,60.1,768.0,107.6,4059.4
1065,Республика Башкортостан,2009,359.0,0.8223940361009069,159428.7,99.3,60.3,719.0,98.3,4068.5
1066,Республика Башкортостан,2010,341.0,1.1596428124061104,186522.0,64.7,60.6,745.0,110.1,4072.1
1067,Республика Башкортостан,2011,321.0,0.7378692032803429,231077.6,139.8,60.8,784.0,109.8,4072.6
1068,Республика Башкортостан,2012,311.23,0.6460106556151874,282038.4,85.5,60.9,794.77,105.7,4078.0
1069,Республика Башкортостан,2013,305.1,1.526510681995394,284639.1,114.5,61.2,781.56,102.3,4095.3
1070,Республика Башкортостан,2014,297.86,1.763813759791189,307280.3,99.7,61.4,765.94,103.9,4105.8
1071,Республика Башкортостан,2015,277.11,2.036103868583151,320352.1,103.0,61.4,756.36,101.3,4114.0
1072,Республика Башкортостан,2016,283.24,2.898415842336388,345331.5,100.7,61.5,783.63,102.9,4118.8
1073,Республика Башкортостан,2017,259.98,1.6859919482070007,361070.3,103.3,61.5,749.62,104.2,4122.7
1074,Республика Башкортостан,2018,243.33,1.165871768335406,422133.4,99.4,61.6,752.9,101.1,4118.0
1075,Республика Башкортостан,2019,236.02,0.7955635979980721,438183.0,102.2,61.8,783.39,104.8,4112.900000000001
1076,Республика Башкортостан,2020,175.52,2.152078955503035,412767.7,103.6,61.8,673.85,99.1,4096.1
1077,Республика Башкортостан,2021,174.48,0.9677743867792824,492450.9,84.8,62.1,681.68,104.4,4091.6
1078,Республика Башкортостан,2022,166.78,1.2432538087025649,549048.0,129.2,62.3,739.55,103.6,4077.6
1079,Республика Башкортостан,2023,170.0,0.929971327530229,604300.0,88.8,62.6,740.0,108.5,4064.3
1080,Республика Бурятия,2000,120.0,0.5954061507798558,21555.1,102.1,59.8,485.0,118.8,996.9
1081,Республика Бурятия,2001,121.0,0.3954035065552567,30314.6,100.3,59.7,527.0,109.7,987.3
1082,Республика Бурятия,2002,70.0,0.4667531576238303,38524.0,97.8,59.6,650.0,111.8,979.6
1083,Республика Бурятия,2003,67.0,0.2830149826710836,53479.2,96.6,58.7,395.0,108.4,974.6
1084,Республика Бурятия,2004,66.0,0.1766108403670299,65707.2,100.9,57.4,394.0,102.1,971.0
1085,Республика Бурятия,2005,61.0,0.3083119195759342,77313.2,99.4,56.4,414.0,107.9,966.9
1086,Республика Бурятия,2006,52.0,0.6186513492177721,94965.1,100.7,56.0,364.0,108.4,964.6
1087,Республика Бурятия,2007,50.0,0.2112144226652519,111354.0,101.3,56.1,485.0,108.6,965.2
1088,Республика Бурятия,2008,46.0,0.4328326859790681,129145.4,101.5,56.0,569.0,107.6,966.6
1089,Республика Бурятия,2009,45.0,0.5515056395987382,125172.5,97.6,57.8,416.0,99.3,969.7
1090,Республика Бурятия,2010,41.0,1.4343931051423846,137564.9,100.1,58.5,499.0,120.2,971.5
1091,Республика Бурятия,2011,8.0,0.5894393522891266,158143.4,101.6,58.8,460.0,114.2,971.3
1092,Республика Бурятия,2012,34.56,0.1925025586113205,169608.1,101.9,59.0,507.56,103.2,971.2
1093,Республика Бурятия,2013,32.47,0.2979936559049211,181975.1,101.9,59.2,517.8,114.9,972.8
1094,Республика Бурятия,2014,37.89,0.939744285171178,191295.1,101.5,59.3,520.31,102.9,976.9
1095,Республика Бурятия,2015,39.23,0.4173859623692335,207268.7,87.7,59.3,534.42,101.6,980.1
1096,Республика Бурятия,2016,38.06,0.7453980393595713,225071.8,104.2,59.1,532.91,87.2,981.6
1097,Республика Бурятия,2017,34.53,0.3212990902254333,228844.2,92.5,59.2,591.39,101.3,981.3
1098,Республика Бурятия,2018,34.64,0.5212434439663607,263744.5,105.6,59.2,501.7,102.4,979.5
1099,Республика Бурятия,2019,30.52,0.2137096632953939,291073.7,98.9,59.3,430.71,111.6,982.1
1100,Республика Бурятия,2020,28.6,0.4760852363471118,308499.3,101.1,59.2,408.34,113.2,980.9
1101,Республика Бурятия,2021,29.72,0.5323540461299755,363621.5,102.6,59.2,469.28,101.8,978.0
1102,Республика Бурятия,2022,26.28,0.4162102062936163,457864.5,99.5,59.1,593.76,111.7,974.6
1103,Республика Бурятия,2023,26.0,5.395128937439921,517799.99999999994,103.1,59.1,543.0,97.1,971.9
1104,Республика Дагестан,2000,280.0,0.013352070397828,8489.7,107.6,42.4,3223.0,100.9,2486.0
1105,Республика Дагестан,2001,220.0,0.2476153943697692,12562.3,119.3,42.6,3427.0,102.9,2536.1
1106,Республика Дагестан,2002,77.0,0.2750662387490649,16195.5,107.0,42.8,3158.0,108.8,2581.4
1107,Республика Дагестан,2003,80.0,0.0463882193497111,22168.7,111.8,43.2,3186.0,94.7,2617.5
1108,Республика Дагестан,2004,79.0,0.1670424866563254,30629.6,108.9,43.4,3141.0,115.1,2652.7
1109,Республика Дагестан,2005,78.0,0.1469181115978532,33839.8,108.3,43.8,3322.0,136.3,2692.6
1110,Республика Дагестан,2006,75.0,0.4578503223831788,45741.7,104.1,44.2,3370.0,108.5,2735.8
1111,Республика Дагестан,2007,75.0,0.0660709952538985,56812.6,105.1,44.4,3234.0,133.1,2788.6
1112,Республика Дагестан,2008,75.0,0.0701106357951739,77033.8,104.0,44.6,3109.0,104.1,2826.5
1113,Республика Дагестан,2009,76.0,0.2132698839208525,90542.5,104.0,44.8,2912.0,103.2,2868.8
1114,Республика Дагестан,2010,77.0,0.4001214488424088,94883.6,104.1,45.2,3030.0,91.2,2914.2
1115,Республика Дагестан,2011,78.0,0.297403333950911,112953.7,106.0,45.1,2592.0,92.3,2934.6
1116,Республика Дагестан,2012,79.38,0.4514954085863132,127273.4,102.3,45.1,2252.56,100.4,2953.6
1117,Республика Дагестан,2013,77.33,0.0498579983934011,152776.7,103.4,45.0,2211.57,154.0,2975.1
1118,Республика Дагестан,2014,77.74,0.0078403798449362,176634.1,109.6,45.0,2863.87,100.7,3004.9
1119,Республика Дагестан,2015,79.28,0.0371742848595979,188590.2,104.8,45.1,2406.78,105.2,3032.5
1120,Республика Дагестан,2016,76.92,0.0101241346166924,202693.3,105.8,45.2,2449.33,135.2,3061.3
1121,Республика Дагестан,2017,71.91,0.0114601213141306,208042.6,105.3,45.2,2558.51,103.2,3086.6
1122,Республика Дагестан,2018,71.48,0.0013201475370262,218099.5,101.1,45.3,2417.82,94.8,3113.0
1123,Республика Дагестан,2019,73.25,,228250.0,100.7,45.3,2491.73,109.1,3140.9
1124,Республика Дагестан,2020,74.77,0.0096260955066341,234960.7,101.3,45.3,2500.59,109.4,3164.8
1125,Республика Дагестан,2021,74.9,,252694.0,95.3,45.2,2372.75,110.5,3186.9
1126,Республика Дагестан,2022,70.99,,285551.7,102.3,45.2,2380.51,109.4,3209.8
1127,Республика Дагестан,2023,74.0,,321200.0,105.9,45.2,2265.0,123.8,3232.2
1128,Республика Ингушетия,2000,1.42,,6667.9,100.6,42.6,68.0,121.5,445.4
1129,Республика Ингушетия,2001,0.94,,8000.7,122.9,42.6,137.0,134.8,455.5
1130,Республика Ингушетия,2002,1.13,,7751.7,101.5,42.4,99.0,43.2,468.8
1131,Республика Ингушетия,2003,1.44,,10332.4,112.0,42.6,80.0,85.9,451.9
1132,Республика Ингушетия,2004,1.37,,14024.9,102.3,42.4,86.0,91.8,433.7
1133,Республика Ингушетия,2005,1.6,,17435.1,90.4,42.5,65.0,103.5,417.4
1134,Республика Ингушетия,2006,1.86,,21922.4,103.2,42.6,90.0,105.1,406.7
1135,Республика Ингушетия,2007,1.89,,41340.7,97.1,42.6,89.0,76.1,406.6
1136,Республика Ингушетия,2008,1.26,,47002.3,114.9,42.8,100.0,83.7,409.2
1137,Республика Ингушетия,2009,3.14,,46174.4,102.7,42.7,105.0,112.1,411.7
1138,Республика Ингушетия,2010,2.7,,48239.2,101.5,38.4,119.0,97.4,414.5
1139,Республика Ингушетия,2011,4.3,,63662.5,114.1,40.6,125.0,111.4,429.3
1140,Республика Ингушетия,2012,4.15,,86074.8,79.3,42.6,123.58,110.0,440.1
1141,Республика Ингушетия,2013,4.06,,102879.9,108.5,44.3,107.69,116.1,449.6
1142,Республика Ингушетия,2014,3.83,1.4951163785297892,114212.7,108.1,45.9,108.5,102.8,459.3
1143,Республика Ингушетия,2015,2.19,,108133.7,104.1,47.6,105.62,100.4,467.2000000000001
1144,Республика Ингушетия,2016,2.57,0.0714429452284512,123604.4,112.8,49.2,106.4,101.8,473.6
1145,Республика Ингушетия,2017,2.72,0.4140936443198512,127623.9,87.6,50.3,106.28,110.4,480.1
1146,Республика Ингушетия,2018,2.84,0.1036043647229361,139363.8,111.5,51.5,105.49,111.0,488.2
1147,Республика Ингушетия,2019,2.73,1.0189506664715224,149849.4,101.3,52.7,104.02,109.2,496.7
1148,Республика Ингушетия,2020,0.92,10.391434063344123,141618.3,98.0,53.8,103.98,97.9,504.0
1149,Республика Ингушетия,2021,0.87,0.2926284634778238,141496.0,125.5,54.8,108.38,104.6,511.3
1150,Республика Ингушетия,2022,0.83,0.1382752443531527,159603.5,123.5,54.8,108.89,105.2,519.1
1151,Республика Ингушетия,2023,0.6,1.279798404736901,182200.0,100.8,55.0,126.0,117.8,527.2
1152,Республика Калмыкия,2000,28.0,0.8223577890094326,20183.7,139.9,43.0,433.0,105.9,307.3
1153,Республика Калмыкия,2001,35.0,1.0286096256684492,22261.8,126.7,43.7,389.0,111.2,297.6
1154,Республика Калмыкия,2002,37.0,1.3221841783204762,24676.8,109.4,44.3,363.0,99.6,291.8
1155,Республика Калмыкия,2003,43.0,0.5042801437418764,22394.9,90.0,44.3,402.0,108.8,292.2
1156,Республика Калмыкия,2004,37.0,0.7443564007747843,29105.7,135.1,44.0,396.0,95.0,293.2
1157,Республика Калмыкия,2005,36.0,1.4260611003851038,33017.9,105.8,43.9,371.0,99.6,293.5
1158,Республика Калмыкия,2006,41.0,0.904602113032443,43797.2,132.3,43.8,380.0,87.4,293.0
1159,Республика Калмыкия,2007,38.0,0.7341081401154084,58925.2,104.3,43.9,399.0,93.9,291.7
1160,Республика Калмыкия,2008,39.0,1.202047167587796,71450.7,101.0,44.0,368.0,90.3,290.3
1161,Республика Калмыкия,2009,35.0,0.4537813020657171,82586.8,93.4,44.1,408.0,102.7,289.7
1162,Республика Калмыкия,2010,29.0,0.0448039468777787,84359.4,105.1,44.1,371.0,113.3,288.9
1163,Республика Калмыкия,2011,33.0,0.0397698397268637,101929.5,112.7,44.5,358.0,75.4,286.4
1164,Республика Калмыкия,2012,20.45,2.307428310369995,125970.8,99.7,44.8,324.61,89.8,283.6
1165,Республика Калмыкия,2013,26.25,0.7410210878421217,145760.6,101.6,45.0,289.57,108.3,281.3
1166,Республика Калмыкия,2014,14.25,0.9828494063915204,166419.7,107.2,45.3,394.32,103.2,279.7
1167,Республика Калмыкия,2015,12.1,0.0603704879856038,186387.4,101.3,45.4,397.35,99.7,277.8
1168,Республика Калмыкия,2016,14.91,0.2146308014754715,250822.7,102.2,45.5,280.76,104.3,276.9
1169,Республика Калмыкия,2017,14.9,0.0164069120357832,290646.4,101.1,45.6,330.88,103.3,274.5
1170,Республика Калмыкия,2018,13.87,0.021842565827905,315286.0,92.0,45.8,290.64,98.5,271.7
1171,Республика Калмыкия,2019,18.24,0.0556598780269904,328442.5,98.3,46.2,315.0,96.5,270.2
1172,Республика Калмыкия,2020,14.73,0.0315551353403689,348863.1,89.7,46.5,286.0,100.3,268.9
1173,Республика Калмыкия,2021,6.29,0.0690876484217189,382488.4,92.5,46.8,327.54,129.3,266.4
1174,Республика Калмыкия,2022,11.69,0.0870995346397493,448137.3,96.7,47.0,323.12,118.6,264.5
1175,Республика Калмыкия,2023,11.0,,627600.0,104.8,47.0,334.0,100.1,266.8
1176,Республика Карелия,2000,205.0,1.3130379307167213,38539.2,102.3,74.5,199.0,115.8,728.8
1177,Республика Карелия,2001,201.0,0.6158932659573206,46499.2,111.0,74.8,218.0,98.8,721.5
1178,Республика Карелия,2002,198.0,0.4925497553333462,57575.7,95.6,75.1,214.0,95.5,715.2
1179,Республика Карелия,2003,194.0,0.9941853102348414,65708.0,97.1,75.5,222.0,101.8,702.8
1180,Республика Карелия,2004,209.0,0.7821607327834617,77509.7,85.4,75.9,225.0,110.5,689.6
1181,Республика Карелия,2005,205.0,0.5085653382569549,112950.3,97.7,76.2,237.0,118.7,676.0
1182,Республика Карелия,2006,207.0,0.7293178183579628,125613.2,100.5,76.6,236.0,101.8,665.0
1183,Республика Карелия,2007,204.0,0.7848261001325962,157959.0,96.3,77.1,226.0,116.0,659.4
1184,Республика Карелия,2008,197.0,1.7274864115575106,175465.8,103.1,77.5,221.0,97.0,653.7
1185,Республика Карелия,2009,190.0,1.2252055953272205,162649.3,95.3,77.7,213.0,78.5,648.7
1186,Республика Карелия,2010,190.0,2.7336249795662315,186651.2,97.5,78.1,203.0,108.9,642.6
1187,Республика Карелия,2011,175.0,1.6546749125706584,242566.5,98.0,78.3,196.0,101.6,635.1
1188,Республика Карелия,2012,177.6,0.2076286281836466,255152.1,91.9,78.6,188.34,102.0,625.7
1189,Республика Карелия,2013,216.74,0.1377828234142911,287744.6,100.4,78.7,171.72,94.5,615.9
1190,Республика Карелия,2014,219.73,0.4320134566229462,312541.8,96.6,79.0,174.55,101.7,607.6
1191,Республика Карелия,2015,205.65,0.2021428015628427,352300.9,97.2,79.0,167.91,99.7,596.2
1192,Республика Карелия,2016,221.23,0.2517947258890531,419854.6,89.9,79.1,161.97,103.7,585.8
1193,Республика Карелия,2017,220.83,0.1592977243563113,467853.6,91.0,79.0,168.56,103.7,571.8
1194,Республика Карелия,2018,180.2,0.0486721415017953,532104.8,102.9,79.0,181.44,103.9,559.4
1195,Республика Карелия,2019,222.1,0.0307070992007522,574794.5,93.7,79.2,189.27,100.4,550.7
1196,Республика Карелия,2020,170.9,0.0562924329220615,591114.7,101.5,79.2,185.72,105.5,541.5
1197,Республика Карелия,2021,120.61,0.0643706677993163,833570.6,91.6,79.4,184.14,101.2,532.4
1198,Республика Карелия,2022,112.18,0.0798879948289583,738326.4,104.7,79.7,187.38,93.1,527.9
1199,Республика Карелия,2023,137.0,0.2849381440236744,825900.0,99.9,79.9,183.0,100.2,523.9
1200,Республика Коми,2000,146.0,3.479075413926632,56619.5,107.6,75.3,663.0,105.3,1042.9
1201,Республика Коми,2001,146.0,1.6130524486914974,75534.6,100.3,75.3,642.0,108.0,1029.7
1202,Республика Коми,2002,145.0,0.476751755999228,84101.9,89.2,75.3,617.0,97.4,1016.0
1203,Республика Коми,2003,141.0,0.4832933578474834,106304.1,96.3,75.3,587.0,102.8,999.9
1204,Республика Коми,2004,136.0,0.6508883788795331,132733.1,99.4,75.6,588.0,105.3,982.9
1205,Республика Коми,2005,133.0,1.0847063053975547,176075.2,97.6,75.8,568.0,104.1,963.0
1206,Республика Коми,2006,126.0,0.9791057468349912,229053.7,102.7,76.0,568.0,105.0,944.8
1207,Республика Коми,2007,121.0,0.2472053758959654,256586.2,92.9,76.1,543.0,106.3,934.9
1208,Республика Коми,2008,116.0,0.4889756113608722,314251.6,106.5,76.3,542.0,102.9,922.3
1209,Республика Коми,2009,107.0,3.998899313086774,329967.4,96.1,76.6,519.0,98.3,912.0
1210,Республика Коми,2010,117.0,1.1888575199305926,390740.4,102.7,77.0,506.0,100.8,899.2
1211,Республика Коми,2011,129.0,0.2364684042753532,489212.6,108.0,77.2,495.0,104.4,883.1
1212,Республика Коми,2012,119.58,1.2504259982177277,547407.1,101.0,77.2,485.9,102.1,867.2
1213,Республика Коми,2013,109.47,4.290133371370922,561081.0,94.1,77.3,475.91,102.4,852.1
1214,Республика Коми,2014,110.64,5.425756635372336,572919.1,98.7,77.4,481.0,100.5,838.1
1215,Республика Коми,2015,117.26,6.770456813866073,635806.4,101.6,77.5,485.74,101.6,824.1
1216,Республика Коми,2016,110.11,4.6150226968295645,707578.4,104.4,77.6,491.1,96.0,811.5
1217,Республика Коми,2017,262.24,3.171041701550098,757260.3,92.5,77.6,484.75,95.8,795.8
1218,Республика Коми,2018,266.85,4.468258172227998,884160.8,103.3,77.6,473.58,102.0,779.1
1219,Республика Коми,2019,268.62,2.357010560773288,931130.0,96.5,77.5,462.42,102.2,763.4
1220,Республика Коми,2020,171.09,2.646421810797224,810217.9,115.2,77.5,474.52,91.2,750.4
1221,Республика Коми,2021,175.99,0.8008205326968245,1171877.3,97.7,77.5,446.33,101.7,734.4
1222,Республика Коми,2022,168.12,0.3619317891234473,1335846.2,97.5,77.7,442.31,104.6,726.5
1223,Республика Коми,2023,177.0,0.5678725858625998,1450400.0,94.6,77.9,449.0,100.3,720.6
1224,Республика Марий Эл,2000,70.0,0.2163103608265819,15114.8,89.6,62.9,120.0,101.3,739.1
1225,Республика Марий Эл,2001,60.0,0.1463195429419796,20502.6,105.8,63.0,110.0,103.1,732.8
1226,Республика Марий Эл,2002,64.0,0.2948959602139733,24411.2,89.0,63.2,112.0,104.1,726.7
1227,Республика Марий Эл,2003,66.0,0.3563141386765736,31719.0,98.4,63.2,112.0,113.5,722.7
1228,Республика Марий Эл,2004,66.0,0.2158275055175898,41757.6,102.6,62.8,110.0,112.1,718.3
1229,Республика Марий Эл,2005,64.0,0.1605537514954708,46589.5,98.2,62.7,104.0,114.4,713.4
1230,Республика Марий Эл,2006,60.0,0.0557549177005155,61413.0,104.8,62.7,98.0,117.1,708.6
1231,Республика Марий Эл,2007,60.0,0.0180178030550652,77919.2,102.6,62.8,96.0,111.3,704.9
1232,Республика Марий Эл,2008,59.0,0.0802033899335972,93512.4,105.1,62.9,95.0,106.4,701.6
1233,Республика Марий Эл,2009,62.0,0.1278984286467017,98888.9,102.2,63.0,92.0,94.6,699.4
1234,Республика Марий Эл,2010,60.0,0.0348265480537642,118110.4,83.9,63.2,91.0,116.1,695.5
1235,Республика Марий Эл,2011,57.0,0.0079528745942646,140192.9,119.8,63.8,87.0,107.3,693.0
1236,Республика Марий Эл,2012,51.1,0.0158855164328662,169338.4,112.8,64.4,82.25,110.0,691.3
1237,Республика Марий Эл,2013,55.43,0.0014814903033103,182359.0,108.5,64.9,80.34,100.3,690.0
1238,Республика Марий Эл,2014,49.75,0.0054394784795402,207926.2,117.3,65.4,74.96,113.4,689.2
1239,Республика Марий Эл,2015,49.07,0.0004300787176851,249303.7,110.2,65.8,75.89,108.5,688.1
1240,Республика Марий Эл,2016,48.15,0.0209393734584426,248481.6,93.9,66.1,75.67,97.0,687.4
1241,Республика Марий Эл,2017,45.07,0.0503270607408138,259602.0,96.8,66.5,74.55,106.5,685.4
1242,Республика Марий Эл,2018,48.08,1.0958823562992013,281426.3,111.4,67.0,70.65,96.7,683.9
1243,Республика Марий Эл,2019,49.59,0.5038235043813498,297332.6,109.6,67.5,68.73,108.8,683.5
1244,Республика Марий Эл,2020,51.36,1.058957194465031,290412.2,103.7,67.9,73.68,95.4,679.8
1245,Республика Марий Эл,2021,29.35,0.0245730321945317,333964.7,95.9,68.5,70.19,99.7,676.4
1246,Республика Марий Эл,2022,30.75,0.0637696913808318,388519.7,105.8,68.8,76.26,95.6,672.3
1247,Республика Марий Эл,2023,30.0,0.213209639866379,453700.0,100.2,69.1,75.0,115.7,669.8
1248,Республика Мордовия,2000,60.0,0.3363109141248989,19219.8,109.6,59.6,87.0,118.1,908.2
1249,Республика Мордовия,2001,58.0,0.6469499083274859,24473.2,102.0,59.7,83.0,109.0,897.1
1250,Республика Мордовия,2002,56.0,0.4141995055983714,30848.9,102.0,59.9,79.0,109.6,886.1
1251,Республика Мордовия,2003,56.0,0.5116231500421129,37681.7,103.4,59.3,79.0,122.1,878.3
1252,Республика Мордовия,2004,54.0,0.4262251890574907,43807.6,93.0,58.6,76.0,113.3,871.8
1253,Республика Мордовия,2005,53.0,1.2889511374161338,50982.6,108.5,58.7,73.0,106.8,864.7
1254,Республика Мордовия,2006,51.0,0.8405221633071263,67309.8,105.6,58.9,74.0,111.3,857.9
1255,Республика Мордовия,2007,50.0,0.6057651773940673,90138.7,101.6,59.2,73.0,114.7,851.7
1256,Республика Мордовия,2008,49.0,0.5028413228816596,110877.3,105.7,59.6,72.0,114.8,845.0
1257,Республика Мордовия,2009,47.0,0.6313084400147916,107903.3,106.9,60.1,70.0,101.8,839.2
1258,Республика Мордовия,2010,46.0,0.4061900178273425,125975.5,71.8,60.6,70.0,107.2,833.3
1259,Республика Мордовия,2011,42.0,0.733167882676199,144564.9,146.0,60.8,66.0,103.2,826.3
1260,Республика Мордовия,2012,38.69,0.4162770370679207,163137.2,98.3,61.0,63.2,112.7,820.4
1261,Республика Мордовия,2013,35.15,0.071231970260723,181863.4,100.4,61.3,59.91,99.4,815.0
1262,Республика Мордовия,2014,33.78,0.3684540471275824,213647.2,107.4,61.6,57.77,110.8,812.7
1263,Республика Мордовия,2015,29.6,0.9968040329954204,221963.0,105.4,62.0,52.58,98.1,812.4
1264,Республика Мордовия,2016,29.92,0.5416715256487077,274535.0,108.0,62.5,54.21,101.0,814.4
1265,Республика Мордовия,2017,26.45,1.154938269513255,290362.4,102.6,62.8,48.41,109.6,811.8
1266,Республика Мордовия,2018,27.05,0.4520566959030526,304213.2,100.6,63.0,50.19,107.2,803.3
1267,Республика Мордовия,2019,5.5,0.8145387854952381,327973.9,110.2,63.2,50.89,104.1,799.0
1268,Республика Мордовия,2020,5.21,1.5616561618997924,335559.5,106.5,63.2,47.98,106.3,788.7
1269,Республика Мордовия,2021,5.0,0.18281359725835,387433.7,98.4,63.4,46.73,111.1,781.4
1270,Республика Мордовия,2022,4.95,0.5096716159851127,441297.3,114.3,63.6,48.6,99.4,771.4
1271,Республика Мордовия,2023,5.0,0.2790662570905141,516299.99999999994,107.2,63.7,51.0,109.4,765.9
1272,Республика Саха (Якутия),2000,85.0,0.5619101419710006,85375.5,98.4,64.2,128.0,105.42,957.5
1273,Республика Саха (Якутия),2001,87.0,0.2872046245432134,105733.3,103.6,64.3,135.0,102.38,951.5
1274,Республика Саха (Якутия),2002,83.0,0.6354270564494762,121163.1,98.6,64.4,134.0,102.44,948.6
1275,Республика Саха (Якутия),2003,87.0,2.5349155147893305,140065.1,99.9,64.5,135.0,102.51,950.0
1276,Республика Саха (Якутия),2004,79.0,0.8355215454143314,161309.0,100.6,63.9,131.0,112.5,953.2
1277,Республика Саха (Якутия),2005,79.0,1.4169139525862309,191896.0,103.6,63.6,120.0,93.4,954.4
1278,Республика Саха (Якутия),2006,79.0,1.2686003529212693,216535.9,95.2,63.7,130.0,100.0,956.1
1279,Республика Саха (Якутия),2007,97.0,3.3163490778116387,253423.5,103.6,64.2,140.0,100.5,958.9
1280,Республика Саха (Якутия),2008,93.0,3.0649633317319207,322922.2,103.8,64.4,166.0,104.2,958.1
1281,Республика Саха (Якутия),2009,91.0,4.791874813567388,342520.1,94.8,64.4,151.0,86.4,958.3
1282,Республика Саха (Якутия),2010,86.0,1.458189419455976,403658.5,97.0,64.1,164.0,122.8,958.2
1283,Республика Саха (Якутия),2011,87.0,0.826021684326118,508549.5,92.9,64.6,159.0,116.1,956.3
1284,Республика Саха (Якутия),2012,81.33,1.0952684485027715,566002.6,98.1,64.9,200.74,109.0,956.4
1285,Республика Саха (Якутия),2013,75.63,2.6994327535001386,596336.3,99.3,65.2,161.12,106.2,956.2
1286,Республика Саха (Якутия),2014,78.95,2.324616493684327,687289.7,98.4,65.3,160.97,104.9,959.0
1287,Республика Саха (Якутия),2015,85.43,1.819192579417623,778151.2,97.2,65.5,167.31,103.8,962.5
1288,Республика Саха (Якутия),2016,49.73,1.4277922417837643,922292.1,101.2,65.5,150.44,101.9,966.3
1289,Республика Саха (Якутия),2017,48.18,2.656770200214516,974017.3,103.1,65.7,153.0,102.5,968.1
1290,Республика Саха (Якутия),2018,56.8,3.4431313553632323,1161944.5,100.1,65.9,178.29,107.6,971.4
1291,Республика Саха (Якутия),2019,83.3,1.3094762537119804,1260373.1,101.7,66.1,170.48,111.3,976.7
1292,Республика Саха (Якутия),2020,74.28,1.168430085097472,1154483.9,99.1,66.3,173.49,95.3,987.2
1293,Республика Саха (Якутия),2021,75.44,0.8570140846552758,1684839.3,99.3,67.0,176.48,114.4,997.8
1294,Республика Саха (Якутия),2022,81.41,1.2985929133383118,2029719.8,101.4,67.2,183.9,113.0,997.6
1295,Республика Саха (Якутия),2023,84.0,1.9220024642385387,2230700.0,101.2,67.6,191.0,101.9,1001.7
1296,Республика Северная Осетия — Алания,2000,24.0,0.497960110962311,11964.5,100.0,66.2,258.0,108.5,704.4
1297,Республика Северная Осетия — Алания,2001,18.0,0.2730373540303032,17914.2,111.9,65.7,275.0,112.4,709.6
1298,Республика Северная Осетия — Алания,2002,98.0,0.7720906391623692,22541.2,103.3,65.4,234.0,104.6,709.7
1299,Республика Северная Осетия — Алания,2003,97.0,0.5810136748885084,26705.1,101.9,65.3,225.0,95.0,707.7
1300,Республика Северная Осетия — Алания,2004,93.0,0.5697173232239987,34323.6,110.6,65.2,241.0,108.4,706.4
1301,Республика Северная Осетия — Алания,2005,96.0,1.8741121537287304,44127.2,94.3,64.3,218.0,110.5,706.9
